,caption,video_id,sen_id
12980,a boy safe the money from theft,video6368,12980
13960,a brown liquid in one container is poured through a strainer into another container,video6369,13960
29700,a girl trying to escape torture,video637,29700
85820,a demonstrating how to sew a purse,video6370,85820
8640,a boy explaining something,video6371,8640
131100,there is woman is putting eyeliner very thickly,video6372,131100
41520,a girl bounces on foam,video6373,41520
49940,a video of models on a runway,video6374,49940
117900,a banged up orange car in a video game drives into a garage,video6375,117900
126920,white words on the screen saying the jetson s accurately predicted the future,video6376,126920
72140,a car is being displayed in front of a garage,video6377,72140
116600,a man is riding a horse with the ground filled in,video6378,116600
9800,a boy is doing funny activities on stage,video6379,9800
66340,a chld preforms a song on stage,video638,66340
51420,a pen and paper move about as a woman talks,video6380,51420
56300,a hand selecting hulu plus app on a phone,video6381,56300
133220,a flyby over shallow sea water showing many beautiful shapes and colors of the underwater world with classical music playing in the background,video6382,133220
24060,a beauty contest where the drunk girl is the winner,video6383,24060
108080,the man driving the car very fastly in the hillstation road and more cars are passing in that road,video6384,108080
118440,morgan freeman wears a suit and bow tie and walks down a hall,video6385,118440
101080,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,video6386,101080
49140,a youtube video where children react to things,video6387,49140
80060,a crowd with clubs marches children lie stricken,video6388,80060
4580,a baby elephant standing by a larger elephant,video6389,4580
27880,a group of girls in santa outfits,video639,27880
81860,a cook prepares to make mashed potatoes,video6390,81860
96540,a woman in a pink blouse combines mayonnaise crab and other ingredients in a light blue bowl,video6391,96540
13560,a boy playing a video game,video6392,13560
17080,a baseball players walk across the field,video6393,17080
132480,a person is riding cycle he then jumps into a wooden piece which is rotating he gets down from the wooden piece,video6394,132480
74220,a bus is driving down the road in a cartoon,video6395,74220
138500,a woman with a yellow and gray checked backpack walks next to a small dam and waterfall,video6396,138500
65060,a cartoon of the ocean,video6397,65060
67240,a clip from a movie trailer,video6398,67240
48260,a recording of two kids wrestling,video6399,48260
65740,a clip about metal assembly,video64,65740
109320,a kid practicing hit a tennis ball on court,video640,109320
65760,a clip about crops being contaminated in ireland,video6400,65760
111920,a man is standing with a scarf on music is playing and the words to the song are on the screen,video6401,111920
25080,a bizarrely colored cartoon with dogs is being shown,video6402,25080
105840,a person swings out over a river and falls in,video6403,105840
14600,a brown car is driving away from a man,video6404,14600
125700,a blonde woman applies gold eyeliner to her upper eyelid and then applies black kohl eyeliner to her lower eyelid,video6405,125700
107420,a cute dog getting something from water and te girl is kissing the sweet dog,video6406,107420
98700,a woman prepares a beautifully prepared dish for her husband to eat,video6407,98700
107500,there is someone decorating something on the table,video6408,107500
54080,a lady trying some experiment with her nail polish,video6409,54080
114540,a man pours a chemical from his beaker but salt crystals grow at the opening,video641,114540
74600,a cartoon character prepares to battle a villain,video6410,74600
139060,a woman in a gray dress speaks on a large stage and shows diagrams on a large screen behind her,video6411,139060
68840,a child and woman watch the sunset on the ocean,video6412,68840
60100,a man and a boy ride on a motorcycle,video6413,60100
95280,a commentator is talking competitor winning a wrestling competition,video6414,95280
4240,a bald man is describing a math problem,video6415,4240
93440,a computer animation is showing an ad for subscription,video6416,93440
93220,a construction worker is running down the stairs,video6417,93220
8680,a boy enjoys the spectators with enticing music,video6418,8680
27400,a group of men giving a speech about the importance of physics and engineering,video6419,27400
14280,a bride and groom are dancing,video642,14280
104920,ingredients are put in a pan with oil to boil it,video6420,104920
79660,a couple living in a trailer face difficult times,video6421,79660
67420,a clip from a bleach video game,video6422,67420
115820,a man in a gray suit coat talks to four other people about preparing for a golf tournament,video6423,115820
39820,a girl is applying makeup on her face,video6424,39820
124240,a white haired doctor standing in a laboratory before shelves discusses drug addiction,video6425,124240
135760,animal allies provides important information regarding the health and treatment of animals,video6426,135760
11720,a boy and girl sitting next to each other and the boy is talking,video6427,11720
83660,a duo acts out a food parody,video6428,83660
740,3d anime girls dance on stage,video6429,740
125320,a man in black shirt talking from a room,video643,125320
52040,a montage of children s photos plays,video6430,52040
130680,a person with guitar is seated in front of a green curtain and talking,video6431,130680
70560,a car driving down a busy street,video6432,70560
78040,a cartoon character falls into a batch of pumpkins,video6433,78040
75520,a cartoon featuring a young girl on a beach with a monkey,video6434,75520
122220,a man in a blqack shirt is explaining a food security chart,video6435,122220
114800,a man is looking after a animal which looks like a reptile,video6436,114800
133540,a man discusses his upcoming course while displaying red black and white computer screens,video6437,133540
93080,a contestant on voice kids is singing a song,video6438,93080
112320,a man in a gray plaid shirt bounces up and down in front of window frames,video6439,112320
68720,a child draws and erases,video644,68720
139960,there are some people sitting in front of a building,video6440,139960
113140,a boy is talking with a friend as we see scenes from a video game where he is driving and evading a pursuing police car,video6441,113140
78060,a cartoon character enters a building,video6442,78060
22720,a blond woman sings in a video,video6443,22720
69600,a child is singing in a televised competition,video6444,69600
